loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1139,4, Graduate, No,1316000.0,2867000.0,18,415,1033999.9999999999,1974000.0,3948000.0,940000.0, Rejected
1140,1, Graduate, Yes,3008000.0,8131000.0,10,879,4700000.0,516999.99999999994,7238000.0,3854000.0, Approved
1141,2, Not Graduate, Yes,2820000.0,5922000.0,16,649,2256000.0,2491000.0,11233000.0,2397000.0, Approved
1142,0, Graduate, No,1363000.0,4606000.0,16,395,2538000.0,2021000.0,4042000.0,1128000.0, Rejected
1143,0, Graduate, No,3055000.0,11327000.0,20,488,1551000.0,2820000.0,10763000.0,4559000.0, Rejected
1144,1, Graduate, Yes,94000.0,188000.0,8,569,94000.0,94000.0,329000.0,141000.0, Approved
1145,1, Not Graduate, No,3948000.0,11562000.0,14,817,846000.0,6157000.0,14711000.0,3854000.0, Approved
1146,1, Graduate, Yes,2867000.0,8365999.999999999,20,706,7520000.0,5123000.0,7943000.0,2021000.0, Approved
1147,2, Graduate, Yes,3760000.0,14664000.0,8,553,3196000.0,1645000.0,9870000.0,4841000.0, Approved
1148,5, Not Graduate, Yes,423000.0,846000.0,14,464,1081000.0,141000.0,846000.0,329000.0, Rejected
1149,2, Graduate, No,3431000.0,9400000.0,6,729,6157000.0,5029000.0,8413000.0,4277000.0, Approved
1150,4, Not Graduate, Yes,1739000.0,3478000.0,12,363,2256000.0,3196000.0,4935000.0,2067999.9999999998, Rejected
1151,2, Graduate, No,2444000.0,8084000.0,12,565,1645000.0,611000.0,9400000.0,2961000.0, Approved
1152,1, Graduate, No,3384000.0,9870000.0,14,421,1645000.0,5452000.0,10246000.0,2162000.0, Rejected
1153,0, Not Graduate, Yes,4418000.0,16074000.0,10,512,6157000.0,7332000.0,15322000.0,2961000.0, Rejected
1154,3, Not Graduate, Yes,1598000.0,5828000.0,2,730,1175000.0,1833000.0,5734000.0,2162000.0, Approved
1155,0, Graduate, No,282000.0,1081000.0,8,627,846000.0,235000.0,1033999.9999999999,141000.0, Approved
1156,0, Not Graduate, Yes,1551000.0,4700000.0,16,434,1410000.0,1927000.0,6063000.0,1927000.0, Rejected
1157,2, Graduate, Yes,2773000.0,6721000.0,2,410,5593000.0,2067999.9999999998,7943000.0,1927000.0, Rejected
1158,3, Not Graduate, No,611000.0,1692000.0,16,624,1128000.0,1081000.0,1551000.0,893000.0, Approved
1159,4, Graduate, Yes,2679000.0,7943000.0,4,656,6110000.0,3478000.0,10340000.0,3948000.0, Approved
1160,2, Not Graduate, No,3619000.0,12831000.0,16,758,3431000.0,2162000.0,11656000.0,4277000.0, Approved
1161,4, Not Graduate, Yes,3290000.0,11045000.0,18,336,7050000.0,4465000.0,9259000.0,3666000.0, Rejected
1162,5, Graduate, No,3807000.0,10293000.0,18,378,2444000.0,1598000.0,7614000.0,4512000.0, Rejected
1163,1, Graduate, Yes,893000.0,1974000.0,4,620,2209000.0,1316000.0,3525000.0,423000.0, Approved
1164,2, Graduate, No,2115000.0,4277000.0,18,593,-47000.0,282000.0,5828000.0,1175000.0, Approved
1165,0, Not Graduate, Yes,4512000.0,15980000.0,12,710,11186000.0,4841000.0,17907000.0,3666000.0, Approved
1166,1, Not Graduate, Yes,2538000.0,9729000.0,8,753,893000.0,376000.0,8930000.0,1692000.0, Approved
1167,1, Not Graduate, Yes,3666000.0,12784000.0,16,454,7567000.0,1598000.0,8037000.0,5358000.0, Rejected
1168,1, Graduate, Yes,3854000.0,8977000.0,8,619,8084000.0,5734000.0,14805000.0,3102000.0, Approved
1169,2, Graduate, No,4182999.9999999995,13395000.0,6,367,10434000.0,7802000.0,10105000.0,4371000.0, Rejected
1170,1, Graduate, No,658000.0,1457000.0,20,384,94000.0,564000.0,1974000.0,846000.0, Rejected
1171,2, Graduate, No,799000.0,2773000.0,16,610,1457000.0,141000.0,1739000.0,611000.0, Approved
1172,0, Graduate, No,2491000.0,9165000.0,12,802,4606000.0,1551000.0,7144000.0,1504000.0, Approved
1173,3, Graduate, No,3055000.0,11844000.0,10,858,7238000.0,5123000.0,6580000.0,3807000.0, Approved
1174,2, Graduate, No,2773000.0,6580000.0,8,599,2209000.0,4465000.0,8365999.999999999,3149000.0, Approved
1175,4, Graduate, Yes,4606000.0,12690000.0,2,395,8789000.0,1410000.0,10810000.0,4559000.0, Rejected
1176,3, Graduate, Yes,3619000.0,7614000.0,6,380,5405000.0,7097000.0,10575000.0,3008000.0, Rejected
1177,1, Graduate, No,3713000.0,12737000.0,10,803,9400000.0,4606000.0,10434000.0,3102000.0, Approved
1178,4, Graduate, No,1645000.0,4182999.9999999995,20,809,3337000.0,705000.0,6439000.0,1504000.0, Approved
1179,4, Not Graduate, No,1128000.0,3102000.0,2,722,2867000.0,1551000.0,2632000.0,1410000.0, Approved
1180,5, Graduate, No,4653000.0,16779000.0,10,392,3713000.0,2021000.0,18424000.0,6110000.0, Rejected
1181,0, Graduate, No,1833000.0,6815000.0,8,545,2773000.0,1410000.0,4841000.0,1598000.0, Rejected
1182,2, Not Graduate, Yes,3431000.0,13395000.0,10,799,10105000.0,1457000.0,7426000.0,2021000.0, Approved
1183,0, Graduate, Yes,3008000.0,10293000.0,12,727,7238000.0,4747000.0,11280000.0,2491000.0, Approved
1184,4, Graduate, No,3337000.0,9306000.0,18,530,3337000.0,1598000.0,9823000.0,3337000.0, Rejected
1185,2, Not Graduate, No,4135999.9999999995,8930000.0,14,637,6439000.0,6533000.0,12737000.0,2867000.0, Approved
1186,5, Graduate, No,3478000.0,9870000.0,4,561,10011000.0,1786000.0,12408000.0,1833000.0, Approved
1187,2, Not Graduate, No,2067999.9999999998,5640000.0,20,421,4371000.0,1269000.0,7379000.0,1598000.0, Rejected
1188,3, Graduate, Yes,4042000.0,14241000.0,14,459,5640000.0,1927000.0,11186000.0,4277000.0, Rejected
1189,3, Not Graduate, No,3243000.0,12220000.0,14,828,6956000.0,1974000.0,8695000.0,1692000.0, Approved
1190,4, Graduate, No,4512000.0,12925000.0,20,679,10998000.0,3525000.0,17766000.0,2961000.0, Approved
1191,2, Graduate, Yes,3807000.0,12079000.0,8,455,10481000.0,5405000.0,9306000.0,4465000.0, Rejected
1192,0, Not Graduate, No,1222000.0,4418000.0,18,879,1316000.0,658000.0,2397000.0,1081000.0, Approved
1193,3, Graduate, Yes,4371000.0,12267000.0,14,636,2209000.0,7567000.0,16215000.0,5452000.0, Approved
1194,2, Not Graduate, Yes,987000.0,2632000.0,16,426,188000.0,141000.0,3337000.0,564000.0, Rejected
1195,4, Not Graduate, Yes,4230000.0,10105000.0,14,508,7802000.0,8131000.0,11421000.0,6157000.0, Rejected
1196,3, Not Graduate, Yes,3290000.0,9024000.0,4,768,4042000.0,6439000.0,9024000.0,3619000.0, Approved
1197,3, Not Graduate, No,1033999.9999999999,3008000.0,20,667,2961000.0,1833000.0,3901000.0,1363000.0, Approved
1198,5, Graduate, Yes,3525000.0,13254000.0,2,440,3854000.0,2726000.0,11468000.0,2820000.0, Approved
1199,1, Graduate, Yes,3901000.0,7896000.0,2,366,10340000.0,3102000.0,12831000.0,2115000.0, Rejected
1200,2, Not Graduate, No,141000.0,282000.0,2,383,282000.0,141000.0,516999.99999999994,188000.0, Rejected
1201,0, Not Graduate, Yes,141000.0,376000.0,4,603,376000.0,94000.0,282000.0,94000.0, Approved
1202,3, Graduate, No,1833000.0,7003000.0,4,728,2209000.0,1880000.0,7003000.0,2585000.0, Approved
1203,0, Not Graduate, No,3102000.0,9541000.0,6,549,5076000.0,423000.0,10857000.0,4606000.0, Rejected
1204,0, Graduate, No,1927000.0,5029000.0,8,855,5405000.0,329000.0,5264000.0,1457000.0, Approved
1205,5, Graduate, Yes,846000.0,2491000.0,12,461,1316000.0,940000.0,2209000.0,940000.0, Rejected
1206,3, Not Graduate, Yes,3290000.0,7567000.0,16,379,940000.0,2444000.0,10810000.0,4700000.0, Rejected
1207,2, Not Graduate, Yes,2397000.0,6439000.0,6,559,3666000.0,4606000.0,5969000.0,2397000.0, Approved
1208,1, Not Graduate, Yes,141000.0,282000.0,8,816,282000.0,141000.0,516999.99999999994,94000.0, Approved
1209,4, Not Graduate, Yes,2021000.0,5358000.0,2,560,4700000.0,1833000.0,4182999.9999999995,1551000.0, Approved
1210,0, Graduate, Yes,1504000.0,5640000.0,14,645,2444000.0,658000.0,5687000.0,1598000.0, Approved
1211,4, Not Graduate, Yes,1974000.0,5405000.0,6,551,4982000.0,3572000.0,5311000.0,2350000.0, Approved
1212,0, Not Graduate, Yes,4512000.0,10763000.0,8,515,2021000.0,6909000.0,15651000.0,3666000.0, Rejected
1213,4, Graduate, No,611000.0,1692000.0,10,657,1504000.0,893000.0,1363000.0,516999.99999999994, Approved
1214,3, Not Graduate, No,1128000.0,4371000.0,2,682,1457000.0,2067999.9999999998,2444000.0,705000.0, Approved
1215,0, Graduate, No,282000.0,752000.0,10,588,752000.0,47000.0,516999.99999999994,141000.0, Approved
1216,5, Graduate, Yes,4512000.0,17860000.0,10,359,987000.0,6392000.0,17954000.0,4418000.0, Rejected
1217,0, Graduate, No,188000.0,564000.0,4,766,423000.0,141000.0,564000.0,141000.0, Approved
1218,4, Graduate, No,2773000.0,9353000.0,14,469,6674000.0,3196000.0,10387000.0,1504000.0, Rejected
1219,0, Graduate, Yes,329000.0,658000.0,10,618,611000.0,94000.0,799000.0,235000.0, Approved
1220,0, Not Graduate, Yes,4042000.0,8318999.999999999,20,711,10340000.0,0.0,14476000.0,3478000.0, Approved
1221,0, Graduate, Yes,4230000.0,15980000.0,4,549,940000.0,4182999.9999999995,9400000.0,5828000.0, Approved
1222,3, Graduate, Yes,2397000.0,9588000.0,6,754,799000.0,1222000.0,5546000.0,3572000.0, Approved
1223,4, Not Graduate, Yes,235000.0,705000.0,6,461,611000.0,235000.0,799000.0,94000.0, Rejected
1224,2, Graduate, No,752000.0,1786000.0,10,837,1786000.0,516999.99999999994,2585000.0,752000.0, Approved
1225,0, Graduate, Yes,4606000.0,11233000.0,14,459,470000.0,6298000.0,9917000.0,3384000.0, Rejected
1226,4, Graduate, No,3666000.0,13959000.0,20,614,10340000.0,329000.0,12596000.0,2961000.0, Approved
1227,4, Not Graduate, No,3055000.0,11280000.0,16,373,2632000.0,2397000.0,7332000.0,3149000.0, Rejected
1228,5, Graduate, Yes,3525000.0,12455000.0,12,512,7755000.0,1363000.0,11139000.0,2820000.0, Rejected
1229,4, Graduate, Yes,4182999.9999999995,10998000.0,18,781,7755000.0,1457000.0,11703000.0,2726000.0, Approved
1230,4, Graduate, Yes,846000.0,2726000.0,14,305,282000.0,1551000.0,1692000.0,940000.0, Rejected
1231,1, Not Graduate, Yes,3572000.0,13066000.0,6,447,611000.0,329000.0,9447000.0,5123000.0, Rejected
1232,4, Graduate, Yes,564000.0,2162000.0,6,757,893000.0,94000.0,2256000.0,705000.0, Approved
1233,5, Graduate, Yes,1269000.0,4888000.0,2,723,1316000.0,329000.0,4841000.0,658000.0, Approved
1234,1, Not Graduate, Yes,2162000.0,5123000.0,12,463,564000.0,564000.0,5123000.0,3102000.0, Rejected
1235,2, Not Graduate, No,3243000.0,8789000.0,10,699,6016000.0,2679000.0,9964000.0,2444000.0, Approved
1236,4, Graduate, Yes,3948000.0,11844000.0,2,308,3807000.0,4371000.0,13019000.0,4935000.0, Approved
1237,0, Graduate, No,141000.0,235000.0,18,702,141000.0,188000.0,564000.0,47000.0, Approved
1238,2, Not Graduate, Yes,4465000.0,17625000.0,4,456,4794000.0,7896000.0,16027000.0,6063000.0, Approved
1239,3, Graduate, Yes,893000.0,2773000.0,8,651,329000.0,987000.0,2914000.0,705000.0, Approved
1240,3, Not Graduate, No,1974000.0,6815000.0,20,840,2115000.0,2773000.0,4182999.9999999995,2162000.0, Approved
1241,4, Graduate, Yes,1033999.9999999999,3713000.0,18,848,2397000.0,799000.0,3995000.0,752000.0, Approved
1242,5, Graduate, Yes,3337000.0,9259000.0,4,727,3619000.0,6063000.0,11092000.0,2726000.0, Approved
1243,4, Graduate, No,1645000.0,5452000.0,10,335,2961000.0,2444000.0,4841000.0,1081000.0, Rejected
1244,5, Not Graduate, No,188000.0,376000.0,18,304,423000.0,235000.0,658000.0,188000.0, Rejected
1245,2, Graduate, Yes,4135999.9999999995,16168000.0,2,712,4935000.0,5875000.0,13771000.0,2773000.0, Approved
1246,0, Not Graduate, No,846000.0,3102000.0,10,737,2350000.0,940000.0,2820000.0,705000.0, Approved
1247,1, Graduate, Yes,3572000.0,13771000.0,14,690,6533000.0,1880000.0,14100000.0,4277000.0, Approved
1248,1, Graduate, Yes,470000.0,1504000.0,4,888,940000.0,705000.0,1033999.9999999999,611000.0, Approved
1249,2, Not Graduate, Yes,3854000.0,12784000.0,10,839,4324000.0,3008000.0,11985000.0,2820000.0, Approved
1250,5, Not Graduate, Yes,1692000.0,5828000.0,8,333,4135999.9999999995,470000.0,5029000.0,1880000.0, Rejected
1251,5, Graduate, No,4418000.0,11139000.0,18,862,10105000.0,1645000.0,10528000.0,2632000.0, Approved
1252,5, Not Graduate, No,1222000.0,4277000.0,4,309,3008000.0,658000.0,2773000.0,1598000.0, Approved
1253,5, Not Graduate, No,4465000.0,14429000.0,10,823,7661000.0,1739000.0,14241000.0,6157000.0, Approved
1254,0, Graduate, Yes,1645000.0,5499000.0,14,649,1269000.0,329000.0,5358000.0,2256000.0, Approved
1255,5, Not Graduate, Yes,4606000.0,16779000.0,10,726,4418000.0,8883000.0,14664000.0,5640000.0, Approved
1256,4, Graduate, No,376000.0,1457000.0,18,712,188000.0,329000.0,893000.0,516999.99999999994, Approved
1257,0, Not Graduate, No,4559000.0,17531000.0,20,701,5687000.0,7614000.0,11327000.0,4935000.0, Approved
1258,3, Graduate, No,2914000.0,10011000.0,12,655,3055000.0,5452000.0,9024000.0,2350000.0, Approved
1259,1, Not Graduate, Yes,2067999.9999999998,7802000.0,18,385,376000.0,2491000.0,6298000.0,2397000.0, Rejected
1260,2, Graduate, No,846000.0,1786000.0,4,777,2397000.0,1269000.0,2162000.0,658000.0, Approved
1261,3, Graduate, No,799000.0,2491000.0,14,696,141000.0,329000.0,2115000.0,376000.0, Approved
1262,3, Graduate, No,1833000.0,6627000.0,16,496,1175000.0,1033999.9999999999,6439000.0,1363000.0, Rejected
1263,2, Graduate, Yes,1033999.9999999999,3713000.0,6,659,1598000.0,846000.0,4042000.0,1128000.0, Approved
1264,3, Not Graduate, Yes,2961000.0,8318999.999999999,2,542,7896000.0,423000.0,7708000.0,2491000.0, Rejected
1265,2, Not Graduate, No,1033999.9999999999,4089000.0,18,729,1833000.0,1551000.0,3572000.0,611000.0, Approved
1266,1, Graduate, No,3807000.0,13348000.0,6,744,9541000.0,4935000.0,10246000.0,3619000.0, Approved
1267,4, Not Graduate, No,3196000.0,7990000.0,2,749,8460000.0,1786000.0,12737000.0,4418000.0, Approved
1268,0, Graduate, No,2209000.0,6956000.0,20,755,5781000.0,2350000.0,7238000.0,1739000.0, Approved
1269,3, Graduate, Yes,1033999.9999999999,2491000.0,2,506,752000.0,799000.0,2726000.0,1316000.0, Rejected
1270,3, Graduate, Yes,1645000.0,6110000.0,6,391,2867000.0,1645000.0,6251000.0,2021000.0, Rejected
1271,1, Not Graduate, Yes,1645000.0,5452000.0,10,898,1457000.0,1269000.0,4230000.0,2115000.0, Approved
1272,5, Not Graduate, No,235000.0,705000.0,12,527,47000.0,282000.0,516999.99999999994,94000.0, Rejected
1273,5, Not Graduate, No,4653000.0,16826000.0,20,470,4465000.0,8648000.0,18377000.0,6909000.0, Rejected
1274,1, Graduate, No,3948000.0,11750000.0,12,694,2491000.0,7003000.0,10810000.0,3619000.0, Approved
1275,1, Graduate, No,2350000.0,8836000.0,14,325,6157000.0,2679000.0,6016000.0,2021000.0, Rejected
1276,4, Not Graduate, Yes,2585000.0,6298000.0,10,880,141000.0,376000.0,9353000.0,1316000.0, Approved
1277,5, Graduate, Yes,1410000.0,5593000.0,14,459,2820000.0,2256000.0,5499000.0,1974000.0, Rejected
1278,3, Not Graduate, Yes,4418000.0,10058000.0,10,323,2397000.0,7285000.0,13912000.0,5311000.0, Rejected
1279,4, Graduate, No,3572000.0,13630000.0,8,739,10387000.0,3807000.0,10387000.0,4135999.9999999995, Approved
1280,0, Not Graduate, Yes,2585000.0,7661000.0,10,724,5593000.0,705000.0,5593000.0,2914000.0, Approved
1281,1, Graduate, No,1457000.0,3478000.0,18,487,3948000.0,564000.0,4324000.0,2115000.0, Rejected
1282,3, Graduate, No,3619000.0,13019000.0,4,439,6533000.0,3525000.0,12737000.0,2914000.0, Approved
1283,2, Graduate, No,4606000.0,11938000.0,2,655,9353000.0,2162000.0,10011000.0,3713000.0, Approved
1284,3, Not Graduate, No,1504000.0,4324000.0,14,443,1551000.0,516999.99999999994,3384000.0,2115000.0, Rejected
1285,2, Graduate, No,329000.0,1222000.0,20,489,47000.0,94000.0,1128000.0,423000.0, Rejected
1286,4, Not Graduate, Yes,1457000.0,4042000.0,14,427,1457000.0,1786000.0,4653000.0,1739000.0, Rejected
1287,0, Graduate, Yes,2115000.0,4935000.0,20,417,4606000.0,940000.0,4512000.0,2726000.0, Rejected
1288,5, Not Graduate, Yes,4182999.9999999995,11656000.0,18,842,7614000.0,2350000.0,9400000.0,3807000.0, Approved
1289,3, Not Graduate, No,2773000.0,10904000.0,2,307,7285000.0,4700000.0,9917000.0,2961000.0, Approved
1290,2, Not Graduate, No,705000.0,2115000.0,18,428,2115000.0,564000.0,2632000.0,516999.99999999994, Rejected
1291,4, Not Graduate, Yes,2961000.0,7144000.0,16,415,7285000.0,846000.0,9729000.0,3713000.0, Rejected
1292,3, Not Graduate, Yes,3055000.0,8554000.0,20,405,4888000.0,1316000.0,10011000.0,3149000.0, Rejected
1293,4, Graduate, No,3760000.0,14805000.0,18,683,4841000.0,3713000.0,14147000.0,4512000.0, Approved
1294,1, Graduate, Yes,1551000.0,4982000.0,14,742,141000.0,282000.0,3948000.0,2115000.0, Approved
1295,4, Not Graduate, No,1833000.0,4700000.0,10,530,5123000.0,94000.0,5781000.0,893000.0, Rejected
1296,3, Graduate, No,752000.0,1645000.0,10,844,2115000.0,1033999.9999999999,2444000.0,752000.0, Approved
1297,2, Not Graduate, Yes,1833000.0,6533000.0,18,715,2350000.0,2632000.0,4653000.0,987000.0, Approved
1298,3, Graduate, Yes,3760000.0,12361000.0,12,476,10199000.0,3102000.0,7708000.0,4230000.0, Rejected
1299,2, Graduate, No,1033999.9999999999,2256000.0,6,721,846000.0,47000.0,3243000.0,1033999.9999999999, Approved
1300,4, Not Graduate, No,3572000.0,14241000.0,12,339,9588000.0,3760000.0,10434000.0,2726000.0, Rejected
1301,5, Not Graduate, Yes,1269000.0,3196000.0,6,461,2115000.0,940000.0,3854000.0,799000.0, Rejected
1302,2, Graduate, Yes,2961000.0,10904000.0,12,556,3290000.0,3901000.0,11374000.0,2491000.0, Approved
1303,3, Not Graduate, No,3619000.0,8789000.0,8,483,7097000.0,2632000.0,11562000.0,4794000.0, Rejected
1304,2, Graduate, No,2115000.0,8084000.0,18,406,1927000.0,2961000.0,6486000.0,1551000.0, Rejected
1305,2, Graduate, Yes,4418000.0,11656000.0,14,513,11374000.0,8554000.0,17484000.0,3525000.0, Rejected
1306,0, Not Graduate, No,2162000.0,5922000.0,16,574,1598000.0,2914000.0,7097000.0,1692000.0, Approved
1307,0, Graduate, Yes,2444000.0,7379000.0,6,692,1786000.0,3290000.0,6016000.0,2585000.0, Approved
1308,5, Graduate, Yes,3760000.0,14006000.0,18,867,8318999.999999999,6627000.0,10716000.0,4324000.0, Approved
1309,1, Not Graduate, Yes,4653000.0,18095000.0,2,875,9212000.0,1363000.0,9494000.0,3055000.0, Approved
1310,4, Graduate, Yes,3995000.0,8742000.0,10,597,7802000.0,1504000.0,9870000.0,5452000.0, Approved
1311,2, Graduate, Yes,2303000.0,5640000.0,20,513,6674000.0,3807000.0,8601000.0,2256000.0, Rejected
1312,3, Graduate, Yes,3290000.0,11374000.0,2,354,8554000.0,3290000.0,7473000.0,3713000.0, Approved
1313,2, Not Graduate, No,4512000.0,12173000.0,18,647,5546000.0,4653000.0,16731999.999999998,5405000.0, Approved
1314,1, Graduate, No,4559000.0,11139000.0,6,875,5405000.0,6768000.0,17907000.0,4888000.0, Approved
1315,1, Graduate, No,2914000.0,6721000.0,20,819,3525000.0,5499000.0,7849000.0,2021000.0, Approved
1316,4, Not Graduate, Yes,1927000.0,4512000.0,10,521,5593000.0,3337000.0,6627000.0,2303000.0, Rejected
1317,0, Graduate, Yes,2867000.0,9353000.0,20,761,2115000.0,1739000.0,5969000.0,3337000.0, Approved
1318,0, Graduate, No,329000.0,893000.0,18,572,658000.0,470000.0,940000.0,141000.0, Approved
1319,3, Graduate, No,3008000.0,11327000.0,12,571,8930000.0,5405000.0,6204000.0,3525000.0, Approved
1320,4, Graduate, Yes,1786000.0,3666000.0,20,891,2162000.0,3290000.0,6721000.0,1551000.0, Approved
1321,1, Not Graduate, No,2303000.0,6956000.0,12,895,4042000.0,3854000.0,8601000.0,2444000.0, Approved
1322,2, Graduate, No,987000.0,3102000.0,20,580,1786000.0,1927000.0,2914000.0,987000.0, Approved
1323,2, Graduate, No,2914000.0,10998000.0,8,605,4700000.0,5076000.0,10246000.0,4324000.0, Approved
1324,4, Not Graduate, No,752000.0,2397000.0,8,705,1128000.0,376000.0,2397000.0,893000.0, Approved
1325,1, Not Graduate, Yes,611000.0,2350000.0,20,423,423000.0,376000.0,1833000.0,752000.0, Rejected
1326,5, Not Graduate, Yes,3431000.0,10575000.0,2,846,4606000.0,2209000.0,9541000.0,2679000.0, Approved
1327,2, Not Graduate, No,987000.0,2350000.0,4,542,329000.0,282000.0,3102000.0,1457000.0, Rejected
1328,5, Not Graduate, No,282000.0,1128000.0,18,631,282000.0,141000.0,987000.0,423000.0, Approved
1329,4, Graduate, No,3290000.0,11515000.0,18,318,2021000.0,799000.0,7661000.0,1692000.0, Rejected
1330,1, Not Graduate, Yes,1410000.0,3196000.0,10,541,2726000.0,2679000.0,5029000.0,1363000.0, Rejected
1331,1, Graduate, No,423000.0,1363000.0,20,782,0.0,705000.0,1645000.0,376000.0, Approved
1332,2, Graduate, No,4512000.0,16449999.999999998,2,888,5922000.0,3055000.0,17813000.0,2726000.0, Approved
1333,0, Graduate, No,705000.0,1692000.0,14,747,94000.0,658000.0,1410000.0,564000.0, Approved
1334,0, Graduate, Yes,2350000.0,8883000.0,6,641,2021000.0,3995000.0,9212000.0,3149000.0, Approved
1335,3, Graduate, Yes,235000.0,799000.0,4,640,188000.0,329000.0,611000.0,94000.0, Approved
1336,4, Not Graduate, No,3572000.0,13207000.0,12,324,5875000.0,3995000.0,9353000.0,5217000.0, Rejected
1337,4, Graduate, No,2585000.0,9964000.0,20,359,1974000.0,2491000.0,8742000.0,3008000.0, Rejected
1338,0, Not Graduate, Yes,3102000.0,10951000.0,12,338,1128000.0,376000.0,8883000.0,4371000.0, Rejected
1339,0, Graduate, No,658000.0,1504000.0,14,384,1457000.0,376000.0,1598000.0,940000.0, Rejected
1340,5, Not Graduate, Yes,4135999.9999999995,12502000.0,16,545,8977000.0,7802000.0,14288000.0,3572000.0, Rejected
1341,5, Not Graduate, No,2914000.0,11374000.0,18,610,4794000.0,3666000.0,9212000.0,3901000.0, Approved
1342,2, Graduate, Yes,3901000.0,13113000.0,18,840,5922000.0,1645000.0,8977000.0,4324000.0, Approved
1343,3, Not Graduate, No,1128000.0,3807000.0,6,630,2397000.0,1363000.0,4277000.0,1081000.0, Approved
1344,1, Graduate, No,4277000.0,14664000.0,4,508,6016000.0,5499000.0,14617000.0,3666000.0, Approved
1345,0, Not Graduate, Yes,4465000.0,16403000.0,4,535,376000.0,6627000.0,12032000.0,6580000.0, Approved
1346,1, Graduate, No,564000.0,1598000.0,20,717,1457000.0,705000.0,1175000.0,423000.0, Approved
1347,2, Graduate, Yes,3619000.0,9071000.0,8,735,564000.0,893000.0,11186000.0,4888000.0, Approved
1348,5, Graduate, Yes,3666000.0,10340000.0,20,528,2726000.0,4135999.9999999995,11609000.0,2303000.0, Rejected
1349,0, Graduate, Yes,4418000.0,9400000.0,4,350,1551000.0,658000.0,17484000.0,2209000.0, Rejected
1350,0, Not Graduate, No,799000.0,2679000.0,12,422,1598000.0,516999.99999999994,3055000.0,423000.0, Rejected
1351,5, Graduate, No,1880000.0,6439000.0,6,496,-47000.0,658000.0,7426000.0,1739000.0, Rejected
1352,4, Not Graduate, No,1974000.0,7285000.0,18,794,3431000.0,329000.0,6298000.0,1033999.9999999999, Approved
1353,2, Graduate, No,1128000.0,3619000.0,6,719,2820000.0,799000.0,3149000.0,752000.0, Approved
1354,3, Not Graduate, Yes,1269000.0,2867000.0,14,630,1833000.0,1316000.0,4982000.0,1081000.0, Approved
1355,3, Not Graduate, Yes,282000.0,846000.0,4,843,658000.0,141000.0,799000.0,188000.0, Approved
1356,2, Graduate, No,2162000.0,7332000.0,2,764,3619000.0,705000.0,7520000.0,2726000.0, Approved
1357,3, Graduate, No,3384000.0,8318999.999999999,4,662,6157000.0,5405000.0,7661000.0,2491000.0, Approved
1358,0, Not Graduate, No,2209000.0,7285000.0,16,311,6016000.0,94000.0,8224999.999999999,1269000.0, Rejected
1359,4, Not Graduate, No,2021000.0,4747000.0,2,606,4653000.0,846000.0,4182999.9999999995,2585000.0, Approved
1360,5, Graduate, No,2209000.0,4794000.0,16,874,5076000.0,3619000.0,5217000.0,3290000.0, Approved
1361,4, Not Graduate, Yes,4089000.0,14100000.0,4,370,8271999.999999999,7332000.0,16262000.0,5687000.0, Approved
1362,1, Graduate, No,3290000.0,9635000.0,10,414,9259000.0,3525000.0,9729000.0,2397000.0, Rejected
1363,2, Not Graduate, No,282000.0,516999.99999999994,10,800,564000.0,94000.0,1081000.0,423000.0, Approved
1364,1, Not Graduate, No,3196000.0,7943000.0,12,779,6486000.0,4794000.0,10998000.0,2067999.9999999998, Approved
1365,1, Not Graduate, No,3008000.0,6627000.0,20,553,5499000.0,2115000.0,9400000.0,1692000.0, Approved
1366,4, Not Graduate, No,3572000.0,14053000.0,18,445,2256000.0,6533000.0,8648000.0,2679000.0, Rejected
1367,3, Not Graduate, No,4230000.0,10058000.0,8,496,7708000.0,3431000.0,14946000.0,5875000.0, Rejected
1368,0, Graduate, Yes,1128000.0,2773000.0,10,650,2397000.0,1739000.0,2491000.0,1081000.0, Approved
1369,3, Not Graduate, No,3196000.0,8413000.0,6,783,9400000.0,4606000.0,11092000.0,2585000.0, Approved
1370,5, Graduate, Yes,1645000.0,6345000.0,10,535,1457000.0,2679000.0,5875000.0,1457000.0, Rejected
1371,4, Graduate, Yes,4182999.9999999995,15980000.0,20,415,6345000.0,1457000.0,15792000.0,6016000.0, Rejected
1372,0, Not Graduate, No,2820000.0,7191000.0,8,709,4182999.9999999995,799000.0,7708000.0,1645000.0, Approved
1373,3, Not Graduate, No,329000.0,1175000.0,14,819,752000.0,470000.0,987000.0,423000.0, Approved
1374,0, Not Graduate, Yes,3196000.0,8131000.0,18,841,4935000.0,4042000.0,7520000.0,4089000.0, Approved
1375,4, Not Graduate, Yes,2491000.0,5029000.0,12,700,7426000.0,893000.0,9635000.0,1363000.0, Approved
1376,1, Graduate, Yes,658000.0,1974000.0,4,881,1316000.0,564000.0,2397000.0,611000.0, Approved
1377,2, Graduate, Yes,658000.0,2162000.0,4,804,893000.0,1033999.9999999999,2444000.0,329000.0, Approved
1378,4, Not Graduate, No,4324000.0,10199000.0,6,653,10669000.0,2162000.0,13818000.0,4042000.0, Approved
